frame,k,outRe_hex,outIm_hex
149,5,CD85,A65E
149,6,6F19,2F6F
149,7,5C70,2E69
149,8,FFAA,0000
149,9,5C70,D197
149,10,6F19,D091
149,11,CD85,59A2
149,12,BFAA,4000
149,13,85C9,05A8
149,14,903B,5091
149,15,4EEA,7D9D
150,0,BECE,0000
150,1,72C5,90F0
150,2,1047,EE87
150,3,3FDA,1A33
150,4,FECE,C000
150,5,74B0,E345
150,6,6D55,6E87
150,7,D3E9,5A02
150,8,3ECE,0000
150,9,D3E9,A5FE
150,10,6D55,9179
150,11,74B0,1CBB
150,12,FECE,4000
150,13,3FDA,E5CD
150,14,1047,1179
150,15,72C5,6F10
151,0,0178,0000
151,1,8945,F202
151,2,BA41,8737
151,3,A656,2E51
151,4,4178,C000
151,5,0E70,7C7B
151,6,48AF,0737
151,7,C7D5,402C
151,8,8178,0000
151,9,C7D5,BFD4
151,10,48AF,F8C9
151,11,0E70,8385
151,12,4178,4000
151,13,A656,D1AF
151,14,BA41,78C9
151,15,8945,0DFE
152,0,00E4,0000
152,1,D3A4,FC6B
152,2,7D09,C3DB
152,3,0ABB,D90A
152,4,C0E4,C000
152,5,4861,07B6
152,6,04BF,C3DB
152,7,DCD0,2B17
152,8,80E4,0000
152,9,DCD0,D4E9
152,10,04BF,3C25
152,11,4861,F84A
152,12,C0E4,4000
152,13,0ABB,26F6
152,14,7D09,3C25
152,15,D3A4,0395
153,0,BF87,0000
153,1,207E,1606
153,2,8092,7EF5
153,3,B361,7AA3
153,4,7F87,4000
153,5,C8AF,7DA1
153,6,FE7C,FEF5
153,7,618E,1904
153,8,3F87,0000
153,9,618E,E6FC
153,10,FE7C,010B
153,11,C8AF,825F
153,12,7F87,C000
153,13,B361,855D
153,14,8092,810B
153,15,207E,E9FA
154,0,4031,0000
154,1,5291,1A44
154,2,3BED,0444
154,3,5385,5E08
154,4,4031,0000
154,5,D0FD,B9E8
154,6,4475,0444
154,7,89B1,7624
154,8,4031,0000
154,9,89B1,89DC
154,10,4475,FBBC
154,11,D0FD,4618
154,12,4031,0000
154,13,5385,A1F8
154,14,3BED,FBBC
154,15,5291,E5BC
155,0,FFF2,0000
155,1,3B05,924F
155,2,07D8,F81A
155,3,D6A9,2295
155,4,FFF2,8000
155,5,EF09,DCC7
155,6,780C,781A
155,7,FF11,4C81
155,8,FFF2,0000
155,9,FF11,B37F
155,10,780C,87E6
155,11,EF09,2339
155,12,FFF2,8000
155,13,D6A9,DD6B
155,14,07D8,07E6
155,15,3B05,6DB1
156,0,FF88,0000
156,1,420E,F0A6
156,2,7AB8,84D0
156,3,E36E,6024
156,4,7F88,0000
156,5,E3A0,1826
156,6,0458,04D0
156,7,F504,A8A8
156,8,FF88,0000
156,9,F504,5758
156,10,0458,FB30
156,11,E3A0,E7DA
156,12,7F88,0000
156,13,E36E,9FDC
156,14,7AB8,7B30
156,15,420E,0F5A
157,0,BF1E,0000
157,1,6B56,ACDE
157,2,E5F8,5926
157,3,AC94,0FF4
157,4,3F1E,8000
157,5,C498,1D04
157,6,9844,5926
157,7,1FF6,B9EE
157,8,BF1E,0000
157,9,1FF6,4612
157,10,9844,A6DA
157,11,C498,E2FC
157,12,3F1E,8000
157,13,AC94,F00C
157,14,E5F8,A6DA
157,15,6B56,5322
158,0,3EF3,0000
158,1,2F18,6666
158,2,77A4,874F
158,3,0895,37BF
158,4,FEF3,C000
158,5,6E0D,BF03
158,6,8642,874F
158,7,5612,EDAA
158,8,BEF3,0000
158,9,5612,1256
158,10,8642,78B1
158,11,6E0D,40FD
158,12,FEF3,4000
158,13,0895,C841
158,14,77A4,78B1
158,15,2F18,999A
159,0,3FBA,0000
159,1,A187,F8EB
159,2,778E,C82C
159,3,5155,FE0D
159,4,3FBA,0000
159,5,B507,7725
159,6,07E6,C82C
159,7,5705,7203
159,8,3FBA,0000
159,9,5705,8DFD
159,10,07E6,37D4
159,11,B507,88DB
159,12,3FBA,0000
159,13,5155,01F3
159,14,778E,37D4
159,15,A187,0715
160,0,412C,0000
160,1,27C8,31CB
160,2,1431,ECFB
160,3,A4E3,7558
160,4,812C,C000
160,5,ECFB,65D2
160,6,6E27,6CFB
160,7,4B0A,2245
160,8,C12C,0000
160,9,4B0A,DDBB
160,10,6E27,9305
160,11,ECFB,9A2E
160,12,812C,4000
160,13,A4E3,8AA8
160,14,1431,1305
160,15,27C8,CE35
161,0,FFBB,0000
161,1,CEF1,5279
161,2,3A54,0567
161,3,1DD0,6690
161,4,BFBB,C000
161,5,13F2,B444
161,6,4522,0567
161,7,FE39,A02D
161,8,7FBB,0000
161,9,FE39,5FD3
161,10,4522,FA99
161,11,13F2,4BBC
161,12,BFBB,4000
161,13,1DD0,9970
161,14,3A54,FA99
161,15,CEF1,AD87
162,0,C0AD,0000
162,1,39B3,0DF7
162,2,73EC,8CC1
162,3,1BA8,A12A
162,4,80AD,4000
162,5,B894,4E48
162,6,0D6E,0CC1
162,7,F4C5,BB15
162,8,40AD,0000
162,9,F4C5,44EB
162,10,0D6E,F33F
162,11,B894,B1B8
162,12,80AD,C000
162,13,1BA8,5ED6
162,14,73EC,733F
162,15,39B3,F209
163,0,812E,0000
163,1,5EF8,7E5C
163,2,DE24,230A
163,3,CFB2,E3FC
163,4,812E,8000
163,5,3D48,595E
163,6,A438,A30A
163,7,98C6,F3BE
163,8,812E,0000
163,9,98C6,0C42
163,10,A438,5CF6
163,11,3D48,A6A2
163,12,812E,8000
163,13,CFB2,1C04
163,14,DE24,DCF6
163,15,5EF8,81A4
164,0,001A,0000
164,1,F28E,75D3
164,2,0897,3783
164,3,21F9,55B4
164,4,401A,C000
164,5,EF35,44BA
164,6,F79D,B783
164,7,FCAC,64D9
164,8,801A,0000
164,9,FCAC,9B27
164,10,F79D,487D
164,11,EF35,BB46
164,12,401A,4000
164,13,21F9,AA4C
164,14,0897,C87D
164,15,F28E,8A2D
165,0,3F1F,0000
165,1,1DBE,EA8D
165,2,83D7,BB48
165,3,E6CC,7F27
165,4,3F1F,0000
165,5,336A,E32F
165,6,FA67,BB48
165,7,C488,4E95
165,8,3F1F,0000
165,9,C488,B16B
165,10,FA67,44B8
165,11,336A,1CD1
165,12,3F1F,0000
165,13,E6CC,80D9
165,14,83D7,44B8
165,15,1DBE,1573
166,0,4177,0000
166,1,6109,9CF1
166,2,45C8,3BAF
166,3,1324,7376
166,4,8177,C000
166,5,E410,FF30
166,6,3D26,BBAF
166,7,AD9F,28AB
166,8,C177,0000
166,9,AD9F,D755
166,10,3D26,4451
166,11,E410,00D0
166,12,8177,4000
166,13,1324,8C8A
166,14,45C8,C451
166,15,6109,630F
167,0,4009,0000
167,1,F664,3636
167,2,6038,9FD1
167,3,AF83,E9BB
167,4,0009,4000
167,5,8C8D,2DBD
167,6,1FDA,1FD1
167,7,CDB0,7A38
167,8,C009,0000
167,9,CDB0,85C8
167,10,1FDA,E02F
167,11,8C8D,D243
167,12,0009,C000
167,13,AF83,1645
167,14,6038,602F
167,15,F664,C9CA
168,0,FFBB,0000
168,1,1C6B,2785
168,2,F556,CA65
168,3,D2D4,1EB6
168,4,3FBB,4000
168,5,571E,743A
168,6,8A20,CA65
168,7,B88F,7D09
168,8,7FBB,0000
168,9,B88F,82F7
168,10,8A20,359B
168,11,571E,8BC6
168,12,3FBB,C000
168,13,D2D4,E14A
168,14,F556,359B
168,15,1C6B,D87B
169,0,FFAB,0000
169,1,7CB5,DBDF
169,2,95C6,A9E5
169,3,C51E,82EA
169,4,BFAB,4000
169,5,C98E,F394
169,6,6990,29E5
169,7,F34B,4C89
169,8,7FAB,0000
169,9,F34B,B377
169,10,6990,D61B
169,11,C98E,0C6C
169,12,BFAB,C000
169,13,C51E,7D16
169,14,95C6,561B
169,15,7CB5,2421
170,0,7F92,0000
170,1,EF3C,7C3D
170,2,930B,AC87
170,3,A3EB,8000
170,4,3F92,C000
170,5,0041,5AF8
170,6,EC19,AC87
170,7,6AE0,5735
170,8,FF92,0000
170,9,6AE0,A8CB
170,10,EC19,5379
170,11,0041,A508
170,12,3F92,4000
170,13,A3EB,8000
170,14,930B,5379
170,15,EF3C,83C3
171,0,7F70,0000
171,1,20EF,3812
171,2,616F,5E01
171,3,C986,ABEF
171,4,3F70,4000
171,5,9808,4941
171,6,9D71,DE01
171,7,7B43,D564
171,8,FF70,0000
171,9,7B43,2A9C
171,10,9D71,21FF
171,11,9808,B6BF
171,12,3F70,C000
171,13,C986,5411
171,14,616F,A1FF
171,15,20EF,C7EE
172,0,7F2E,0000
172,1,9518,813C
172,2,A050,DEDE
172,3,07E2,3516
172,4,FF2E,8000
172,5,676A,C426
172,6,5E0C,DEDE
172,7,F854,104C
172,8,7F2E,0000
172,9,F854,EFB4
172,10,5E0C,2122
172,11,676A,3BDA
172,12,FF2E,8000
172,13,07E2,CAEA
172,14,A050,2122
172,15,9518,7EC4
173,0,FE3A,0000
173,1,33F9,5EEC
173,2,920F,AC2B
173,3,EBD2,E9B3
173,4,3E3A,C000
173,5,5300,A755
173,6,6A65,2C2B
173,7,861D,1C8E
173,8,7E3A,0000
173,9,861D,E372
173,10,6A65,D3D5
173,11,5300,58AB
173,12,3E3A,4000
173,13,EBD2,164D
173,14,920F,53D5
173,15,33F9,A114
174,0,BFFF,0000
174,1,C245,DF8A
174,2,DE0B,61F4
174,3,2F59,B7BC
174,4,3FFF,0000
174,5,8F33,F92E
174,6,21F3,E1F4
174,7,7F2B,20FC
174,8,BFFF,0000
174,9,7F2B,DF04
174,10,21F3,1E0C
174,11,8F33,06D2
174,12,3FFF,0000
174,13,2F59,4844
174,14,DE0B,9E0C
174,15,C245,2076
175,0,C0E1,0000
175,1,B1E1,5A44
175,2,AA75,966C
175,3,6CD5,440C
175,4,C0E1,0000
175,5,4621,12D8
175,6,D74D,966C
175,7,9EAD,2910
175,8,C0E1,0000
175,9,9EAD,D6F0
175,10,D74D,6994
175,11,4621,ED28
175,12,C0E1,0000
175,13,6CD5,BBF4
175,14,AA75,6994
175,15,B1E1,A5BC
176,0,BF76,0000
176,1,229B,C454
176,2,D6ED,A889
176,3,8FEE,3109
176,4,7F76,4000
176,5,C210,5DF7
176,6,A7FF,2889
176,7,893F,F142
176,8,3F76,0000
176,9,893F,0EBE
176,10,A7FF,D777
176,11,C210,A209
176,12,7F76,C000
176,13,8FEE,CEF7
176,14,D6ED,5777
176,15,229B,3BAC
177,0,3FF5,0000
177,1,4E1A,9803
177,2,8F35,B0C0
177,3,5AF8,61F7
177,4,BFF5,0000
177,5,8744,7FA5
177,6,70B5,30C0
177,7,CF7E,B5B1
177,8,3FF5,0000
177,9,CF7E,4A4F
177,10,70B5,CF40
177,11,8744,805B
177,12,BFF5,0000
177,13,5AF8,9E09
177,14,8F35,4F40
177,15,4E1A,67FD
178,0,80EB,0000
178,1,C22E,D6D7
178,2,0319,7DD2
178,3,E30A,49B5
178,4,80EB,8000
178,5,481A,A067
178,6,7EBD,FDD2
178,7,165A,2D89
178,8,80EB,0000
178,9,165A,D277
178,10,7EBD,022E
178,11,481A,5F99
178,12,80EB,8000
178,13,E30A,B64B
178,14,0319,822E
178,15,C22E,2929
179,0,3FF3,0000
179,1,2C9C,D880
179,2,E54E,1AA5
179,3,0507,E50B
179,4,7FF3,4000
179,5,0B37,D4B3
179,6,1A98,1AA5
179,7,C2F2,C828
179,8,BFF3,0000
179,9,C2F2,37D8
179,10,1A98,E55B
179,11,0B37,2B4D
179,12,7FF3,C000
179,13,0507,1AF5
179,14,E54E,E55B
179,15,2C9C,2780
180,0,7EE6,0000
180,1,4C05,07D6
180,2,A59D,9949
180,3,95E0,77E9
180,4,BEE6,4000
180,5,A664,B971
180,6,D82F,9949
180,7,734F,495E
180,8,FEE6,0000
180,9,734F,B6A2
180,10,D82F,66B7
180,11,A664,468F
180,12,BEE6,C000
180,13,95E0,8817
180,14,A59D,66B7
180,15,4C05,F82A
181,0,0101,0000
181,1,B0C6,FF8C
181,2,17A8,2959
181,3,2FF1,9E55
181,4,C101,4000
181,5,382F,3837
181,6,EA5A,A959
181,7,EB1E,996E
181,8,8101,0000
181,9,EB1E,6692
181,10,EA5A,56A7
181,11,382F,C7C9
181,12,C101,C000
181,13,2FF1,61AB
181,14,17A8,D6A7
181,15,B0C6,0074
182,0,407B,0000
182,1,3D9C,4006
182,2,C628,BA53
182,3,97CD,2EFF
182,4,007B,C000
182,5,F721,A107
182,6,3ACE,BA53
182,7,3562,B20E
182,8,C07B,0000
182,9,3562,4DF2
182,10,3ACE,45AD
182,11,F721,5EF9
182,12,007B,4000
182,13,97CD,D101
182,14,C628,45AD
182,15,3D9C,BFFA
183,0,C000,0000
183,1,D4C4,4EA9
183,2,E6CF,1931
183,3,6D6D,FF0C
183,4,8000,4000
183,5,6AB9,A6E6
183,6,9931,9931
183,7,5316,F683
183,8,4000,0000
183,9,5316,097D
183,10,9931,66CF
183,11,6AB9,591A
183,12,8000,C000
183,13,6D6D,00F4
183,14,E6CF,E6CF
183,15,D4C4,B157
184,0,C012,0000
184,1,E45B,2527
184,2,D77E,E894
184,3,0F89,C8F9
184,4,C012,0000
184,5,F923,4071
184,6,A8A6,E894
184,7,1341,9C9F
184,8,C012,0000
184,9,1341,6361
184,10,A8A6,176C
184,11,F923,BF8F
184,12,C012,0000
184,13,0F89,3707
184,14,D77E,176C
184,15,E45B,DAD9
185,0,006C,0000
185,1,76B7,F93E
185,2,6653,DA19
185,3,EC0E,8A03
185,4,C06C,4000
185,5,EE90,B03D
185,6,9A85,5A19
185,7,B05B,1F78
185,8,806C,0000
185,9,B05B,E088
185,10,9A85,A5E7
185,11,EE90,4FC3
185,12,C06C,C000
185,13,EC0E,75FD
185,14,6653,25E7
185,15,76B7,06C2
186,0,0018,0000
186,1,5FA4,55F4
186,2,7E30,81E8
186,3,6DAC,4048
186,4,0018,0000
186,5,8970,495C
186,6,8200,81E8
186,7,A9A0,5F08
186,8,0018,0000
186,9,A9A0,A0F8
186,10,8200,7E18
186,11,8970,B6A4
186,12,0018,0000
186,13,6DAC,BFB8
186,14,7E30,7E18
186,15,5FA4,AA0C
187,0,BFB5,0000
187,1,471F,4E3F
187,2,F5C4,09F1
187,3,6FB8,6860
187,4,FFB5,4000
187,5,ED06,0B0C
187,6,09A6,09F1
187,7,5AF7,F0EB
187,8,3FB5,0000
187,9,5AF7,0F15
187,10,09A6,F60F
187,11,ED06,F4F4
187,12,FFB5,C000
187,13,6FB8,97A0
187,14,F5C4,F60F
187,15,471F,B1C1
188,0,BEB0,0000
188,1,33A0,FF1A
188,2,2772,973E
188,3,A6C2,BBD6
188,4,BEB0,8000
188,5,5688,BBEC
188,6,D5EE,173E
188,7,C9D6,FF30
188,8,BEB0,0000
188,9,C9D6,00D0
188,10,D5EE,E8C2
188,11,5688,4414
188,12,BEB0,8000
188,13,A6C2,442A
188,14,2772,68C2
188,15,33A0,00E6
189,0,3FDE,0000
189,1,E620,7599
189,2,BA77,C567
189,3,C113,5906
189,4,7FDE,C000
189,5,4C5F,CB50
189,6,C545,4567
189,7,0BE6,E7E3
189,8,BFDE,0000
189,9,0BE6,181D
189,10,C545,BA99
189,11,4C5F,34B0
189,12,7FDE,4000
189,13,C113,A6FA
189,14,BA77,3A99
189,15,E620,8A67
190,0,008C,0000
190,1,B1AC,A18E
190,2,D556,AB36
190,3,CAF2,4938
190,4,808C,8000
190,5,7D52,020C
190,6,2BC2,AB36
190,7,0840,5A62
190,8,008C,0000
190,9,0840,A59E
190,10,2BC2,54CA
190,11,7D52,FDF4
190,12,808C,8000
190,13,CAF2,B6C8
190,14,D556,54CA
190,15,B1AC,5E72
191,0,3F71,0000
191,1,5B96,E088
191,2,E358,9C19
191,3,5A5D,659F
191,4,7F71,4000
191,5,F00D,1A17
191,6,1B8A,9C19
191,7,57C4,9500
191,8,BF71,0000
191,9,57C4,6B00
191,10,1B8A,63E7
191,11,F00D,E5E9
191,12,7F71,C000
191,13,5A5D,9A61
191,14,E358,63E7
191,15,5B96,1F78
192,0,FF8F,0000
192,1,7AB2,5F3E
192,2,BCCA,82C5
192,3,2BE1,1575
192,4,3F8F,4000
192,5,BD45,AB6D
192,6,C254,82C5
192,7,9A64,F536
192,8,7F8F,0000
192,9,9A64,0ACA
192,10,C254,7D3B
192,11,BD45,5493
192,12,3F8F,C000
192,13,2BE1,EA8B
192,14,BCCA,7D3B
192,15,7AB2,A0C2
193,0,C073,0000
193,1,3C03,7397
193,2,5560,2B13
193,3,CE56,DEF0
193,4,0073,C000
193,5,808A,10F6
193,6,2B86,AB13
193,7,76E9,A59D
193,8,4073,0000
193,9,76E9,5A63
193,10,2B86,54ED
193,11,808A,EF0A
193,12,0073,4000
193,13,CE56,2110
193,14,5560,D4ED
193,15,3C03,8C69
194,0,3FC1,0000
194,1,4B69,49E7
194,2,6EEA,10D7
194,3,6304,6F66
194,4,FFC1,C000
194,5,204E,EB96
194,6,9098,10D7
194,7,3049,C617
194,8,BFC1,0000
194,9,3049,39E9
194,10,9098,EF29
194,11,204E,146A
194,12,FFC1,4000
194,13,6304,909A
194,14,6EEA,EF29
194,15,4B69,B619
195,0,FEC0,0000
195,1,5D9A,A965
195,2,BA41,847F
195,3,E021,80B0
195,4,BEC0,C000
195,5,81F7,9C18
195,6,C33F,847F
195,7,3B4E,C4CD
195,8,7EC0,0000
195,9,3B4E,3B33
195,10,C33F,7B81
195,11,81F7,63E8
195,12,BEC0,4000
195,13,E021,7F50
195,14,BA41,7B81
195,15,5D9A,569B
196,0,8168,0000
196,1,CA80,92B5
196,2,3903,8865
196,3,37B1,8D32
196,4,C168,4000
196,5,BBAF,1CA2
196,6,49CD,8865
196,7,47C0,2225
196,8,0168,0000
196,9,47C0,DDDB
196,10,49CD,779B
196,11,BBAF,E35E
196,12,C168,C000
196,13,37B1,72CE
196,14,3903,779B
196,15,CA80,6D4B
197,0,0189,0000
197,1,7AE7,E84D
197,2,4C06,7583
197,3,CDE2,4CA0
197,4,C189,C000
197,5,7A2C,87A4
197,6,370C,7583
197,7,432F,2351
197,8,8189,0000
197,9,432F,DCAF
197,10,370C,8A7D
197,11,7A2C,785C
197,12,C189,4000
197,13,CDE2,B360
197,14,4C06,8A7D
197,15,7AE7,17B3
198,0,C055,0000
198,1,9391,5765
198,2,42D4,BD81
198,3,67BE,1C8A
198,4,0055,4000
198,5,9B78,19FE
198,6,BDD6,BD81
198,7,6A8D,54D9
198,8,4055,0000
198,9,6A8D,AB27
198,10,BDD6,427F
198,11,9B78,E602
198,12,0055,C000
198,13,67BE,E376
198,14,42D4,427F
198,15,9391,A89B
199,0,401A,0000
199,1,3140,6515
199,2,0AF3,7527
199,3,EFCB,6692
199,4,801A,C000
199,5,7147,85B4
199,6,7541,F527
199,7,6E16,8437
199,8,C01A,0000
199,9,6E16,7BC9
199,10,7541,0AD9
199,11,7147,7A4C
199,12,801A,4000
199,13,EFCB,996E
199,14,0AF3,8AD9
199,15,3140,9AEB
200,0,4082,0000
200,1,5AD3,C67A
200,2,5757,A92B
200,3,89A8,BFD1
200,4,8082,C000
200,5,7146,45E7
200,6,29AD,292B
200,7,AC47,4C90
200,8,C082,0000
200,9,AC47,B370
200,10,29AD,D6D5
200,11,7146,BA19
200,12,8082,4000
200,13,89A8,402F
200,14,5757,56D5
200,15,5AD3,3986
201,0,FF93,0000
201,1,4C01,8E65
201,2,C710,7883
201,3,7E04,C04C
201,4,BF93,C000
201,5,20BA,A0B4
201,6,B816,7883
201,7,138D,6ECD
201,8,7F93,0000
201,9,138D,9133
201,10,B816,877D
201,11,20BA,5F4C
201,12,BF93,4000
201,13,7E04,3FB4
201,14,C710,877D
201,15,4C01,719B
202,0,7EF0,0000
202,1,5670,D761
202,2,C9F7,74F9
202,3,3435,2942
202,4,BEF0,4000
202,5,A3BB,CF32
202,6,B3E9,74F9
202,7,CD60,7D51
202,8,FEF0,0000
202,9,CD60,82AF
202,10,B3E9,8B07
202,11,A3BB,30CE
202,12,BEF0,C000
202,13,3435,D6BE
202,14,C9F7,8B07
202,15,5670,289F
203,0,3EFC,0000
203,1,E6BC,1995
203,2,5147,2DB5
203,3,3165,423E
203,4,7EFC,4000
203,5,DCE7,31EA
203,6,ACB1,2DB5
203,7,06E8,0941
203,8,BEFC,0000
203,9,06E8,F6BF
203,10,ACB1,D24B
203,11,DCE7,CE16
203,12,7EFC,C000
203,13,3165,BDC2
203,14,5147,D24B
203,15,E6BC,E66B
204,0,BFF6,0000
204,1,8194,619B
204,2,2EF1,D105
204,3,E7A5,B0DE
204,4,7FF6,4000
204,5,0ABD,3E68
204,6,50FB,5105
204,7,8BE2,EF25
204,8,3FF6,0000
204,9,8BE2,10DB
204,10,50FB,AEFB
204,11,0ABD,C198
204,12,7FF6,C000
204,13,E7A5,4F22
204,14,2EF1,2EFB
204,15,8194,9E65
205,0,809F,0000
205,1,CC1D,D3FB
205,2,C04E,0051
205,3,CFDE,5AB4
205,4,C09F,4000
205,5,E834,23E0
205,6,C0F0,0051
205,7,7E4D,9D27
205,8,009F,0000
205,9,7E4D,62D9
205,10,C0F0,FFAF
205,11,E834,DC20
205,12,C09F,C000
205,13,CFDE,A54C
205,14,C04E,FFAF
205,15,CC1D,2C05
206,0,806A,0000
206,1,5B13,A5D5
206,2,A574,DAF6
206,3,CE17,5247
206,4,806A,8000
206,5,29EF,DB15
206,6,DB60,5AF6
206,7,AE8F,2EA3
206,8,806A,0000
206,9,AE8F,D15D
206,10,DB60,A50A
206,11,29EF,24EB
206,12,806A,8000
206,13,CE17,ADB9
206,14,A574,250A
206,15,5B13,5A2B
207,0,4070,0000
207,1,EEA9,4A19
207,2,4A3E,7632
207,3,B751,FD43
207,4,4070,8000
207,5,E0B5,661D
207,6,B6A2,F632
207,7,7B11,B2F3
207,8,4070,0000
207,9,7B11,4D0D
207,10,B6A2,09CE
207,11,E0B5,99E3
207,12,4070,8000
207,13,B751,02BD
207,14,4A3E,89CE
207,15,EEA9,B5E7
208,0,C059,0000
208,1,58FA,03DD
208,2,3873,87E6
208,3,FFCE,D287
208,4,C059,8000
208,5,5C7E,76ED
208,6,C83F,07E6
208,7,4C1E,A843
208,8,C059,0000
208,9,4C1E,57BD
208,10,C83F,F81A
208,11,5C7E,8913
208,12,C059,8000
208,13,FFCE,2D79
208,14,3873,781A
208,15,58FA,FC23
209,0,BF93,0000
209,1,0EA3,F4AE
209,2,572D,6866
209,3,B1D9,B538
209,4,3F93,8000
209,5,7429,0E5C
209,6,27F9,6866
209,7,C9A7,4DD2
209,8,BF93,0000
209,9,C9A7,B22E
209,10,27F9,979A
209,11,7429,F1A4
209,12,3F93,8000
209,13,B1D9,4AC8
209,14,572D,979A
209,15,0EA3,0B52
210,0,BE73,0000
210,1,8473,3E04
210,2,BE5B,0018
210,3,2CD7,E032
210,4,3E73,0000
210,5,9011,2030
210,6,3E8B,8018
210,7,B871,7E02
210,8,BE73,0000
210,9,B871,81FE
210,10,3E8B,7FE8
210,11,9011,DFD0
210,12,3E73,0000
210,13,2CD7,1FCE
210,14,BE5B,FFE8
210,15,8473,C1FC
211,0,FFB3,0000
211,1,206D,688D
211,2,4E5C,7157
211,3,C39C,E0A8
211,4,BFB3,C000
211,5,FACA,A1A8
211,6,310A,7157
211,7,1FF9,298D
211,8,7FB3,0000
211,9,1FF9,D673
211,10,310A,8EA9
211,11,FACA,5E58
211,12,BFB3,4000
211,13,C39C,1F58
211,14,4E5C,8EA9
211,15,206D,9773
212,0,00A3,0000
212,1,114B,E756
212,2,FF01,81A2
212,3,2281,420E
212,4,00A3,8000
212,5,5D67,436C
212,6,8245,01A2
212,7,7159,E8B4
212,8,00A3,0000
212,9,7159,174C
212,10,8245,FE5E
212,11,5D67,BC94
212,12,00A3,8000
212,13,2281,BDF2
212,14,FF01,7E5E
212,15,114B,18AA
213,0,FFCC,0000
213,1,90C7,9C8B
213,2,B58A,4A42
213,3,F95F,BA57
213,4,7FCC,8000
213,5,5391,6CFF
213,6,4A0E,4A42
213,7,2179,4F33
213,8,FFCC,0000
213,9,2179,B0CD
213,10,4A0E,B5BE
213,11,5391,9301
213,12,7FCC,8000
213,13,F95F,45A9
213,14,B58A,B5BE
213,15,90C7,6375
214,0,402D,0000
214,1,2F7C,5B4D
214,2,1255,2DD8
214,3,C2DA,0727
214,4,402D,0000
214,5,CFA8,F4FF
214,6,6E05,2DD8
214,7,3EB6,4925
214,8,402D,0000
214,9,3EB6,B6DB
214,10,6E05,D228
214,11,CFA8,0B01
214,12,402D,0000
214,13,C2DA,F8D9
214,14,1255,D228
214,15,2F7C,A4B3
215,0,00D3,0000
215,1,8BAD,A352
215,2,287F,D854
215,3,0D75,7DA2
215,4,00D3,0000
215,5,5B51,1682
215,6,D927,D854
215,7,0ED9,3C32
215,8,00D3,0000
215,9,0ED9,C3CE
215,10,D927,27AC
215,11,5B51,E97E
215,12,00D3,0000
215,13,0D75,825E
215,14,287F,27AC
215,15,8BAD,5CAE
216,0,FFB9,0000
216,1,654A,087A
216,2,558E,6A2B
216,3,8EDF,28F1
216,4,3FB9,C000
216,5,C65D,D327
216,6,A9E4,EA2B
216,7,445E,B2B0
216,8,7FB9,0000
216,9,445E,4D50
216,10,A9E4,15D5
216,11,C65D,2CD9
216,12,3FB9,4000
216,13,8EDF,D70F
216,14,558E,95D5
216,15,654A,F786
217,0,BEA2,0000
217,1,1D2C,8183
217,2,E189,9D19
217,3,3E89,CECA
217,4,7EA2,4000
217,5,2F09,DE7C
217,6,9BBB,1D19
217,7,6FCA,9135
217,8,3EA2,0000
217,9,6FCA,6ECB
217,10,9BBB,E2E7
217,11,2F09,2184
217,12,7EA2,C000
217,13,3E89,3136
217,14,E189,62E7
217,15,1D2C,7E7D
218,0,80E9,0000
218,1,98B5,19DD
218,2,3428,0CC1
218,3,27CA,CCA6
218,4,C0E9,4000
218,5,79A0,AD0E
218,6,4DAA,0CC1
218,7,C985,FA45
218,8,00E9,0000
218,9,C985,05BB
218,10,4DAA,F33F
218,11,79A0,52F2
218,12,C0E9,C000
218,13,27CA,335A
218,14,3428,F33F
218,15,98B5,E623
219,0,00C9,0000
219,1,D626,A7DD
219,2,3613,CAB6
219,3,4F7E,56CD
219,4,80C9,8000
219,5,0398,0549
219,6,CB7F,CAB6
219,7,D9E8,5659
219,8,00C9,0000
219,9,D9E8,A9A7
219,10,CB7F,354A
219,11,0398,FAB7
219,12,80C9,8000
219,13,4F7E,A933
219,14,3613,354A
219,15,D626,5823
220,0,FF79,0000
220,1,4625,6EC9
220,2,5494,6AE5
220,3,9BD6,BCDA
220,4,3F79,4000
220,5,E0C0,BF36
220,6,2A5E,6AE5
220,7,3B29,7125
220,8,7F79,0000
220,9,3B29,8EDB
220,10,2A5E,951B
220,11,E0C0,40CA
220,12,3F79,C000
220,13,9BD6,4326
220,14,5494,951B
220,15,4625,9137
221,0,FFEB,0000
221,1,11CF,B443
221,2,7B84,4467
221,3,7BCA,B096
221,4,BFEB,C000
221,5,FFB0,B4F2
221,6,0452,4467
221,7,7263,B89F
221,8,7FEB,0000
221,9,7263,4761
221,10,0452,BB99
221,11,FFB0,4B0E
221,12,BFEB,4000
221,13,7BCA,4F6A
221,14,7B84,BB99
221,15,11CF,4BBD
222,0,00F7,0000
222,1,C05C,B0F3
222,2,BE27,C2D0
222,3,1D2A,5847
222,4,80F7,0000
222,5,2C06,9105
222,6,C3C7,42D0
222,7,FA50,E9B1
222,8,00F7,0000
222,9,FA50,164F
222,10,C3C7,BD30
222,11,2C06,6EFB
222,12,80F7,0000
222,13,1D2A,A7B9
222,14,BE27,3D30
222,15,C05C,4F0D
223,0,3FC0,0000
223,1,34B2,459B
223,2,3CFB,C2C5
223,3,526F,1E28
223,4,7FC0,4000
223,5,A5FD,253C
223,6,C285,C2C5
223,7,D1E2,4CAF
