frame,k,outRe_hex,outIm_hex
148,2,0945,FEEB
148,3,FC61,FEA2
148,4,0057,FF96
148,5,00CF,FEBB
148,6,00DA,006D
148,7,00AF,FF83
148,8,00FD,0000
148,9,00B0,007D
148,10,00DB,FF93
148,11,00CF,0144
148,12,0057,006A
148,13,FC63,015F
148,14,0946,0115
148,15,14C5,074B
149,0,A944,0000
149,1,3F11,1F2B
149,2,EE6C,FE8F
149,3,FDBA,FADF
149,4,014A,0240
149,5,FDCA,0078
149,6,FFC5,00D1
149,7,FF24,FFED
149,8,FEEC,0000
149,9,FF25,0013
149,10,FFC6,FF2F
149,11,FDCA,FF87
149,12,014A,FDC0
149,13,FDBC,0522
149,14,EE6D,0171
149,15,3F14,E0D5
150,0,42BC,0000
150,1,B94C,E524
150,2,25A5,2084
150,3,F969,FAEA
150,4,FF7D,FFC9
150,5,0016,012F
150,6,FDFA,FF4E
150,7,FFA9,007A
150,8,FEFA,0000
150,9,FFAA,FF86
150,10,FDFB,00B2
150,11,0017,FED0
150,12,FF7D,0037
150,13,F96C,0517
150,14,25A6,DF7C
150,15,B94F,1ADC
151,0,29A9,0000
151,1,DE27,2319
151,2,1C31,DEC3
151,3,F889,03C9
151,4,0069,FFDC
151,5,01E5,FE88
151,6,FFF0,FFF7
151,7,0134,0031
151,8,0129,0000
151,9,0135,FFCF
151,10,FFF1,0009
151,11,01E5,0177
151,12,0069,0024
151,13,F88B,FC38
151,14,1C32,213D
151,15,DE2A,DCE7
152,0,F2F8,0000
152,1,1C0C,EB1C
152,2,F058,FA1A
152,3,FF8E,051D
152,4,00D5,FF61
152,5,FF37,0038
152,6,015F,FFF4
152,7,0007,FFE4
152,8,0076,0000
152,9,0008,001C
152,10,0160,000C
152,11,FF38,FFC7
152,12,00D5,009F
152,13,FF91,FAE4
152,14,F059,05E6
152,15,1C0F,14E4
153,0,062D,0000
153,1,F414,1A3C
153,2,057D,EEBE
153,3,0073,0477
153,4,FF8C,0015
153,5,0043,0058
153,6,FF9A,FFF6
153,7,FFCB,FFCE
153,8,FFCB,0000
153,9,FFCC,0032
153,10,FF9B,000A
153,11,0043,FFA7
153,12,FF8C,FFEB
153,13,0075,FB8A
153,14,057E,1142
153,15,F417,E5C4
154,0,1D40,0000
154,1,FD29,08AE
154,2,EFD1,EEEC
154,3,0520,05E2
154,4,0038,0006
154,5,007B,FF15
154,6,FF68,00D2
154,7,00C0,FF86
154,8,FFDC,0000
154,9,00C1,007A
154,10,FF69,FF2E
154,11,007C,00EA
154,12,0038,FFFA
154,13,0523,FA1F
154,14,EFD2,1114
154,15,FD2C,F752
155,0,FE9A,0000
155,1,0FCE,E664
155,2,E84E,082C
155,3,0700,00DA
155,4,0075,FF95
155,5,FFB8,FF7D
155,6,0057,0018
155,7,008B,FFF8
155,8,0028,0000
155,9,008C,0008
155,10,0058,FFE8
155,11,FFB8,0082
155,12,0075,006B
155,13,0702,FF27
155,14,E84F,F7D4
155,15,0FD1,199C
156,0,B980,0000
156,1,2563,EA99
156,2,F445,0EDA
156,3,0476,FCFE
156,4,002D,FF23
156,5,FFD9,0025
156,6,00F0,FF0A
156,7,0026,0039
156,8,0082,0000
156,9,0027,FFC7
156,10,00F1,00F6
156,11,FFDA,FFDA
156,12,002D,00DD
156,13,0479,0303
156,14,F446,F126
156,15,2566,1567
157,0,D27A,0000
157,1,2356,4109
157,2,E37B,E915
157,3,0CEC,0011
157,4,FD95,FEFF
157,5,0080,027E
157,6,FE86,FEE9
157,7,FFA8,0027
157,8,FF60,0000
157,9,FFA8,FFD9
157,10,FE87,0117
157,11,0080,FD81
157,12,FD95,0101
157,13,0CEE,FFF0
157,14,E37C,16EB
157,15,2358,BEF7
158,0,2CF8,0000
158,1,FE8F,C7C9
158,2,DD30,3434
158,3,0A7C,F66B
158,4,FF0B,0121
158,5,00BA,FFC2
158,6,FC5D,0184
158,7,FF7C,0008
158,8,FE7E,0000
158,9,FF7D,FFF7
158,10,FC5E,FE7C
158,11,00BA,003D
158,12,FF0B,FEDF
158,13,0A7E,0996
158,14,DD31,CBCC
158,15,FE92,3838
159,0,3821,0000
159,1,C662,E191
159,2,1C8F,2785
159,3,FF2F,F2E4
159,4,000C,005B
159,5,FEE4,FE49
159,6,003A,017F
159,7,0067,FFD3
159,8,0013,0000
159,9,0068,002D
159,10,003B,FE81
159,11,FEE5,01B6
159,12,000C,FFA5
159,13,FF32,0D1D
159,14,1C90,D87B
159,15,C665,1E6F
160,0,E428,0000
160,1,1518,01F5
160,2,045A,07AE
160,3,FC33,F895
160,4,0023,0029
160,5,0092,00E0
160,6,0091,FFB0
160,7,0038,FFF8
160,8,004A,0000
160,9,0038,0007
160,10,0092,0050
160,11,0093,FF1F
160,12,0023,FFD7
160,13,FC36,076C
160,14,045B,F852
160,15,151A,FE0C
161,0,14A3,0000
161,1,E5D1,F8C4
161,2,1784,146D
161,3,F871,F990
161,4,FFC5,003E
161,5,FFF9,002B
161,6,FF11,00F9
161,7,FF2A,FFDC
161,8,FF87,0000
161,9,FF2B,0024
161,10,FF12,FF07
161,11,FFF9,FFD4
161,12,FFC5,FFC2
161,13,F873,0671
161,14,1785,EB93
161,15,E5D4,073C
162,0,2866,0000
162,1,D2A1,FCC4
162,2,286A,026E
162,3,F487,FD19
162,4,0052,FFC8
162,5,002D,FF59
162,6,002D,00E2
162,7,00F4,FF8F
162,8,FFFE,0000
162,9,00F5,0070
162,10,002E,FF1E
162,11,002D,00A7
162,12,0052,0038
162,13,F489,02E7
162,14,286B,FD92
162,15,D2A4,033D
163,0,E7CA,0000
163,1,069F,0158
163,2,13D4,F033
163,3,F6C0,0246
163,4,00B9,FF7D
163,5,00CC,FF97
163,6,00F3,FF55
163,7,018E,0005
163,8,009C,0000
163,9,018F,FFFA
163,10,00F4,00AB
163,11,00CC,0068
163,12,00B9,0083
163,13,F6C2,FDBB
163,14,13D5,0FCD
163,15,06A2,FEA9
164,0,A036,0000
164,1,34A7,FFFB
164,2,0658,F92C
164,3,F803,0636
164,4,FEC8,0032
164,5,FFF1,0053
164,6,FFCD,FF86
164,7,FF5A,006C
164,8,FF9E,0000
164,9,FF5B,FF93
164,10,FFCE,007A
164,11,FFF1,FFAC
164,12,FEC8,FFCE
164,13,F805,F9CB
164,14,0659,06D4
164,15,34AA,0006
165,0,1D14,0000
165,1,C22E,3DFA
165,2,3910,D0BA
165,3,EFC8,0C29
165,4,FF75,0143
165,5,01B5,FF8C
165,6,FE31,005E
165,7,003D,FF7E
165,8,FF96,0000
165,9,003E,0082
165,10,FE32,FFA2
165,11,01B6,0073
165,12,FF75,FEBD
165,13,EFCB,F3D8
165,14,3911,2F46
165,15,C231,C206
166,0,24EE,0000
166,1,0352,286E
166,2,F4AC,BE15
166,3,FDBE,13EC
166,4,00D2,0010
166,5,0166,FDD7
166,6,FF69,01AB
166,7,019F,FF55
166,8,0082,0000
166,9,01A0,00AA
166,10,FF6A,FE55
166,11,0166,0228
166,12,00D2,FFF0
166,13,FDC0,EC15
166,14,F4AD,41EB
166,15,0355,D793
167,0,1081,0000
167,1,0BAC,E4EF
167,2,E7C6,F104
167,3,0358,0E6D
167,4,0156,FF0F
167,5,FE6C,FF7A
167,6,0141,0070
167,7,0019,FFE8
167,8,003B,0000
167,9,001A,0017
167,10,0142,FF90
167,11,FE6C,0085
167,12,0156,00F1
167,13,035A,F194
167,14,E7C7,0EFC
167,15,0BAF,1B12
168,0,F3F1,0000
168,1,0AD6,1EE8
168,2,F42A,DD66
168,3,0486,0C68
168,4,FFB2,FF8F
168,5,003F,0015
168,6,007F,FFAC
168,7,FFC9,FFCA
168,8,0037,0000
168,9,FFCA,0036
168,10,0080,0054
168,11,0040,FFEA
168,12,FFB2,0071
168,13,0489,F399
168,14,F42B,229A
168,15,0AD9,E118
169,0,1777,0000
169,1,088B,1466
169,2,DEC9,E373
169,3,0AE1,0AE6
169,4,FF92,0033
169,5,0041,FF85
169,6,FF76,00A3
169,7,0028,FF5E
169,8,FFE5,0000
169,9,0029,00A2
169,10,FF77,FF5D
169,11,0041,007A
169,12,FF92,FFCD
169,13,0AE3,F51B
169,14,DECA,1C8D
169,15,088E,EB9A
170,0,1073,0000
170,1,0CF8,E260
170,2,DAC2,0663
170,3,0CB3,04BE
170,4,FFE5,FFA4
170,5,FFF9,FF7D
170,6,FF95,001D
170,7,0061,000F
170,8,0023,0000
170,9,0062,FFF0
170,10,FF96,FFE3
170,11,FFF9,0082
170,12,FFE5,005C
170,13,0CB5,FB43
170,14,DAC3,F99D
170,15,0CFB,1DA1
171,0,CD5A,0000
171,1,1DAA,EA52
171,2,ED33,090B
171,3,0835,0054
171,4,003D,FF55
171,5,FFF2,FF59
171,6,00C8,FF39
171,7,0083,0048
171,8,0084,0000
171,9,0084,FFB8
171,10,00C9,00C7
171,11,FFF3,00A6
171,12,003D,00AB
171,13,0838,FFAD
171,14,ED34,F6F5
171,15,1DAD,15AE
172,0,AAE3,0000
172,1,4A5C,292C
172,2,CF09,FDBB
172,3,0CC3,F63D
172,4,00D3,0456
172,5,FE0C,FFE2
172,6,0022,FF81
172,7,FF5D,004E
172,8,FEE7,0000
172,9,FF5E,FFB2
172,10,0023,007F
172,11,FE0D,001D
172,12,00D3,FBAA
172,13,0CC6,09C4
172,14,CF0A,0245
172,15,4A5F,D6D4
173,0,2EB2,0000
173,1,EDA2,CFA0
173,2,E48C,4051
173,3,0DBE,F179
173,4,FF9C,00B6
173,5,FF1E,0232
173,6,FDF9,FE2B
173,7,FEAB,011A
173,8,FE52,0000
173,9,FEAC,FEE6
173,10,FDFA,01D5
173,11,FF1E,FDCD
173,12,FF9C,FF4A
173,13,0DC0,0E88
173,14,E48D,BFAF
173,15,EDA5,3060
174,0,3CA7,0000
174,1,CD1C,E416
174,2,0F71,29B6
174,3,049F,EFD7
174,4,FF4D,FF9E
174,5,0240,0076
174,6,FE40,FF02
174,7,0071,0069
174,8,006B,0000
174,9,0072,FF96
174,10,FE41,00FE
174,11,0241,FF89
174,12,FF4D,0062
174,13,04A2,102A
174,14,0F72,D64A
174,15,CD1F,1BEB
175,0,EC45,0000
175,1,1854,F37C
175,2,F1D0,15F2
175,3,059E,F409
175,4,008C,002D
175,5,FFAF,FE96
175,6,0013,0172
175,7,009F,FF96
175,8,0063,0000
175,9,00A0,006A
175,10,0014,FE8E
175,11,FFB0,0169
175,12,008C,FFD3
175,13,05A1,0BF8
175,14,F1D1,EA0E
175,15,1857,0C84
176,0,0375,0000
176,1,FDDD,F249
176,2,FB5B,24CA
176,3,03F3,F241
176,4,FF68,00E1
176,5,FEC3,00BC
176,6,FF94,006A
176,7,FF7A,001D
176,8,FF1B,0000
176,9,FF7B,FFE3
176,10,FF95,FF96
176,11,FEC3,FF43
176,12,FF68,FF1F
176,13,03F5,0DC0
176,14,FB5C,DB36
176,15,FDE0,0DB7
177,0,3040,0000
177,1,D336,ED0B
177,2,1540,1E52
177,3,FF50,F3F5
177,4,FF90,0058
177,5,0029,0070
177,6,001D,FF38
177,7,FFB5,007B
177,8,0064,0000
177,9,FFB6,FF85
177,10,001E,00C8
177,11,002A,FF8F
177,12,FF90,FFA8
177,13,FF53,0C0C
177,14,1541,E1AE
177,15,D339,12F5
178,0,F42E,0000
178,1,044F,F46B
178,2,0529,08BF
178,3,001E,F890
178,4,0087,FFFD
178,5,00E3,FF9B
178,6,00EC,FF7F
178,7,00C4,FFD3
178,8,0118,0000
178,9,00C5,002D
178,10,00ED,0081
178,11,00E4,0064
178,12,0087,0003
178,13,0021,0771
178,14,052A,F741
178,15,0452,0B95
179,0,A414,0000
179,1,354E,ED29
179,2,F854,101B
179,3,01D5,FD4D
179,4,FF61,00AB
179,5,FF75,FFC0
179,6,FFAB,00C1
179,7,FFBD,FFC4
179,8,FFAA,0000
179,9,FFBE,003B
179,10,FFAC,FF3F
179,11,FF75,003F
179,12,FF61,FF55
179,13,01D7,02B4
179,14,F855,EFE5
179,15,3551,12D8
180,0,02E4,0000
180,1,D8E7,36BC
180,2,295A,E13B
180,3,F367,091C
180,4,02AE,00E8
180,5,FE77,FD49
180,6,0011,02B3
180,7,FF11,FF42
180,8,FF98,0000
180,9,FF11,00BE
180,10,0012,FD4D
180,11,FE77,02B6
180,12,02AE,FF18
180,13,F369,F6E5
180,14,295B,1EC5
180,15,D8E9,C944
181,0,30E4,0000
181,1,F075,1B65
181,2,FFB4,D5AB
181,3,FD1A,0D21
181,4,00BB,FFC7
181,5,FEC0,FE82
181,6,02A9,01D7
181,7,0002,FEEF
181,8,0052,0000
181,9,0003,0111
181,10,02AA,FE29
181,11,FEC0,017D
181,12,00BB,0039
181,13,FD1C,F2E0
181,14,FFB5,2A55
181,15,F078,E49B
182,0,132D,0000
182,1,047C,E393
182,2,F584,FB46
182,3,FE7B,093C
182,4,00F7,FDDC
182,5,FEFB,028F
182,6,01E1,FE62
182,7,FFEB,0023
182,8,0009,0000
182,9,FFEC,FFDD
182,10,01E2,019E
182,11,FEFB,FD70
182,12,00F7,0224
182,13,FE7D,F6C5
182,14,F585,04BA
182,15,047F,1C6D
183,0,F327,0000
183,1,00C4,0DF1
183,2,0A6E,F082
183,3,FB4D,0670
183,4,FFFC,FFA3
183,5,00CC,002F
183,6,FF77,FF54
183,7,FFA7,004C
183,8,0005,0000
183,9,FFA8,FFB3
183,10,FF78,00AC
183,11,00CD,FFD0
183,12,FFFC,005D
183,13,FB50,F991
183,14,0A6F,0F7E
183,15,00C7,F210
184,0,1B26,0000
184,1,EF73,1BE3
184,2,0750,E545
184,3,FC24,079A
184,4,0052,0044
184,5,FFF9,FF35
184,6,FFEF,00E5
184,7,FFCC,FF97
184,8,0016,0000
184,9,FFCD,0069
184,10,FFF0,FF1B
184,11,FFFA,00CA
184,12,0052,FFBC
184,13,FC27,F867
184,14,0751,1ABB
184,15,EF76,E41D
185,0,14B1,0000
185,1,FE0B,EC1A
185,2,FAE6,FE48
185,3,FE96,03C4
185,4,006F,FFDC
185,5,0012,FFB3
185,6,007B,003C
185,7,0062,FFD5
185,8,003D,0000
185,9,0063,002A
185,10,007C,FFC4
185,11,0012,004C
185,12,006F,0024
185,13,FE98,FC3D
185,14,FAE7,01B8
185,15,FE0E,13E7
186,0,D0CF,0000
186,1,1253,EE2C
186,2,0733,0370
186,3,FBAA,0016
186,4,0104,FF5F
186,5,002A,FFC7
186,6,00F0,FF38
186,7,00BE,000E
186,8,0091,0000
186,9,00BF,FFF2
186,10,00F1,00C8
186,11,002A,0038
186,12,0104,00A1
186,13,FBAC,FFEB
186,14,0734,FC90
186,15,1256,11D4
187,0,ADA2,0000
187,1,3D06,307E
187,2,E5A3,F3B6
187,3,048B,F582
187,4,0182,0550
187,5,FE6D,FF93
187,6,0016,FF58
187,7,FFD7,004C
187,8,FF86,0000
187,9,FFD8,FFB4
187,10,0017,00A8
187,11,FE6D,006C
187,12,0182,FAB0
187,13,048D,0A7F
187,14,E5A4,0C4A
187,15,3D09,CF82
188,0,27E1,0000
188,1,F586,E7E6
188,2,E277,2748
188,3,0D48,F6CC
188,4,003E,0109
188,5,FF7A,00F9
188,6,FE0A,FEAA
188,7,FF19,00F3
188,8,FED7,0000
188,9,FF1A,FF0C
188,10,FE0B,0156
188,11,FF7A,FF06
188,12,003E,FEF7
188,13,0D4A,0935
188,14,E278,D8B8
188,15,F589,181B
189,0,3AC3,0000
189,1,D87D,DDD8
189,2,FF74,2344
189,3,09A2,F521
189,4,FEF9,FF4A
189,5,01D5,009A
189,6,FE95,FF14
189,7,005C,005A
189,8,006F,0000
189,9,005D,FFA6
189,10,FE96,00EC
189,11,01D6,FF65
189,12,FEF9,00B6
189,13,09A5,0AE0
189,14,FF75,DCBC
189,15,D880,2228
190,0,EFA4,0000
190,1,13D0,FDBD
190,2,ED7C,0396
190,3,0A0F,FD3C
190,4,004C,FF38
190,5,FF6B,FE5B
190,6,0091,0140
190,7,009B,FF91
190,8,0098,0000
190,9,009C,006F
190,10,0092,FEC0
190,11,FF6B,01A4
190,12,004C,00C8
190,13,0A11,02C5
190,14,ED7D,FC6A
190,15,13D3,0243
191,0,FF93,0000
191,1,0B24,0694
191,2,E8D3,0390
191,3,0A78,FFC5
191,4,FF3E,001B
191,5,FE91,00A4
191,6,004E,000A
191,7,FF7B,001B
191,8,FF65,0000
191,9,FF7C,FFE4
191,10,004F,FFF6
191,11,FE92,FF5B
191,12,FF3E,FFE5
191,13,0A7B,003C
191,14,E8D4,FC70
191,15,0B27,F96D
192,0,2EBE,0000
192,1,E1B7,F071
192,2,FE27,06EB
192,3,0613,02CE
192,4,FF18,FF50
192,5,0075,0058
192,6,FFBE,FF49
192,7,FFD6,0026
192,8,0006,0000
192,9,FFD7,FFD9
192,10,FFBF,00B7
192,11,0075,FFA8
192,12,FF18,00B0
192,13,0615,FD32
192,14,FE28,F915
192,15,E1BA,0F90
193,0,F112,0000
193,1,09C2,FA7A
193,2,FC04,F222
193,3,0248,06A2
193,4,0025,FF0F
193,5,0101,FF2D
193,6,006B,FFA0
193,7,00FD,FFD2
193,8,00DC,0000
193,9,00FE,002E
193,10,006C,0060
193,11,0102,00D2
193,12,0025,00F1
193,13,024B,F95F
193,14,FC05,0DDE
193,15,09C5,0586
194,0,9DBA,0000
194,1,4171,FBB3
194,2,F4AA,FBD2
194,3,FCAB,0A1E
194,4,FEA8,FFB6
194,5,FF71,FF6D
194,6,FF61,00AA
194,7,FF4D,001F
194,8,FF36,0000
194,9,FF4D,FFE1
194,10,FF62,FF56
194,11,FF71,0092
194,12,FEA8,004A
194,13,FCAD,F5E3
194,14,F4AB,042E
194,15,4173,044D
195,0,0D2C,0000
195,1,CF4C,1B23
195,2,3CDF,FCCE
195,3,E593,FEA7
195,4,008F,043B
195,5,015B,FF80
195,6,FD3E,011E
195,7,FF37,FFCD
195,8,FE92,0000
195,9,FF38,0033
195,10,FD3F,FEE2
195,11,015B,007F
195,12,008F,FBC5
195,13,E595,015A
195,14,3CE0,0332
195,15,CF4F,E4DD
196,0,3C82,0000
196,1,CD37,1119
196,2,31E5,EF90
196,3,EA18,FEA8
196,4,01CE,00A4
196,5,0150,FEBF
196,6,FF6A,01A4
196,7,0106,FF81
196,8,0072,0000
196,9,0107,007F
196,10,FF6B,FE5C
196,11,0150,0140
196,12,01CE,FF5C
196,13,EA1A,0159
196,14,31E6,1070
196,15,CD3A,EEE7
197,0,04F5,0000
197,1,0472,EB1A
197,2,0E7D,0B8D
197,3,F2B8,F63F
197,4,032C,0149
197,5,FE23,FF94
197,6,0208,0073
197,7,007B,FFF8
197,8,009F,0000
197,9,007C,0008
197,10,0209,FF8D
197,11,FE24,006B
197,12,032C,FEB7
197,13,F2BB,09C2
197,14,0E7E,F473
197,15,0475,14E6
198,0,F3A2,0000
198,1,0048,FE19
198,2,0CCF,164C
198,3,FBD2,F1BD
198,4,FFDC,0138
198,5,0070,0168
198,6,FFF0,FEF4
198,7,FFBB,003D
198,8,FFE6,0000
198,9,FFBC,FFC3
198,10,FFF1,010C
198,11,0070,FE97
198,12,FFDC,FEC8
198,13,FBD4,0E44
198,14,0CD0,E9B4
198,15,004B,01E7
199,0,26AC,0000
199,1,E1F6,0961
199,2,0767,0A2C
199,3,043C,F4D1
199,4,FF34,0148
199,5,00D4,FF6E
199,6,FF6A,0046
199,7,0044,FFDF
199,8,0050,0000
199,9,0044,0021
199,10,FF6B,FFBA
199,11,00D4,0091
199,12,FF34,FEB8
199,13,043E,0B30
199,14,0768,F5D4
199,15,E1F8,F69F
200,0,09B5,0000
200,1,0960,E9B7
200,2,E775,0B6B
200,3,0CF8,FC4E
200,4,FF73,FF34
200,5,FFF9,FF5B
200,6,00CA,0041
200,7,00D7,FFB1
200,8,00AD,0000
200,9,00D8,004F
200,10,00CB,FFBF
200,11,FFFA,00A4
200,12,FF73,00CC
200,13,0CFB,03B3
200,14,E776,F495
200,15,0963,1649
201,0,BE71,0000
201,1,2655,E5D0
201,2,EA96,0B72
201,3,0BAF,0056
201,4,FEF3,FF0C
201,5,003A,FF8D
201,6,00B5,FF88
201,7,009E,FFE8
201,8,0081,0000
201,9,009F,0018
201,10,00B6,0078
201,11,003B,0072
201,12,FEF3,00F4
201,13,0BB2,FFAB
201,14,EA97,F48E
201,15,2658,1A30
202,0,D1B3,0000
202,1,158F,47C3
202,2,EBA3,C4B3
202,3,14DB,17E4
202,4,F73A,FBEB
202,5,03A8,00C9
202,6,FDD6,008D
202,7,FFEE,FF61
202,8,FFDD,0000
202,9,FFEF,009F
202,10,FDD7,FF73
202,11,03A9,FF36
202,12,F73A,0415
202,13,14DE,E81D
202,14,EBA4,3B4D
202,15,1592,B83D
203,0,2BF9,0000
203,1,FC53,14C9
203,2,E611,CC3D
203,3,027B,1E46
203,4,FFAC,FF3B
203,5,FF6B,FDDD
203,6,FED2,03B5
203,7,FF90,FEED
203,8,FF0F,0000
203,9,FF91,0113
203,10,FED3,FC4B
203,11,FF6B,0222
203,12,FFAC,00C5
203,13,027D,E1BB
203,14,E612,33C3
203,15,FC56,EB37
204,0,25D5,0000
204,1,F077,E6EC
204,2,073E,F0BB
204,3,F3D2,11EB
204,4,02C7,FF60
204,5,FCFD,FF0A
204,6,01F3,0153
204,7,FFC6,FF98
204,8,FF79,0000
204,9,FFC7,0068
204,10,01F4,FEAD
204,11,FCFE,00F5
204,12,02C7,00A0
204,13,F3D5,EE16
204,14,073F,0F45
204,15,F07A,1914
205,0,EFDB,0000
205,1,0176,098E
205,2,1DC1,F546
205,3,EA6C,0014
205,4,01C2,0187
205,5,0227,015D
205,6,FF8A,FECE
205,7,FFE7,0023
205,8,0011,0000
205,9,FFE8,FFDC
205,10,FF8B,0132
205,11,0228,FEA2
205,12,01C2,FE79
205,13,EA6F,FFED
205,14,1DC2,0ABA
205,15,0179,F673
206,0,0E2C,0000
206,1,F5A7,10B6
206,2,104A,0650
206,3,F618,F30C
206,4,00CC,0296
206,5,0030,FF2D
206,6,FF51,0118
206,7,0002,FFF4
206,8,FFBC,0000
206,9,0003,000C
206,10,FF52,FEE8
206,11,0030,00D2
206,12,00CC,FD6A
206,13,F61A,0CF5
206,14,104B,F9B0
206,15,F5AA,EF4A
207,0,22E7,0000
207,1,ECD3,DE1E
207,2,007C,256B
207,3,0445,EDDD
207,4,FFCE,017F
207,5,FF1B,006A
207,6,0121,FFBD
207,7,003F,FFF4
207,8,0059,0000
207,9,003F,000C
207,10,0122,0043
207,11,FF1B,FF95
207,12,FFCE,FE81
207,13,0447,1224
207,14,007D,DA95
207,15,ECD5,21E2
208,0,DECB,0000
208,1,0AC6,EAB2
208,2,FD0A,1033
208,3,096C,FA72
208,4,FEA1,FE6A
208,5,015C,FFB7
208,6,00A7,FF1F
208,7,00FB,FFDF
208,8,0107,0000
208,9,00FC,0020
208,10,00A8,00E1
208,11,015C,0048
208,12,FEA1,0196
208,13,096E,058F
208,14,FD0B,EFCD
208,15,0AC9,154F
209,0,A565,0000
209,1,4690,2106
209,2,DBC6,FB64
209,3,04FB,F8CB
209,4,0459,0024
209,5,FFB0,018A
209,6,FEA7,00CC
209,7,FFDD,FF3D
209,8,0005,0000
209,9,FFDE,00C2
209,10,FEA8,FF34
209,11,FFB1,FE75
209,12,0459,FFDC
209,13,04FE,0736
209,14,DBC7,049C
209,15,4693,DEFB
210,0,1FE9,0000
210,1,F432,F516
210,2,DEF9,1AFA
210,3,17ED,FDA9
210,4,FDD2,FDD5
210,5,FD59,FCF6
210,6,FEB8,0500
210,7,FF31,FEBC
210,8,FEE7,0000
210,9,FF32,0144
210,10,FEB9,FB00
210,11,FD59,0309
210,12,FDD2,022B
210,13,17EF,0258
210,14,DEFA,E506
210,15,F435,0AEA
211,0,3B45,0000
211,1,D9DE,EC99
211,2,FE25,0411
211,3,0896,075F
211,4,FF82,FE11
211,5,FCE6,FEF8
211,6,0306,01A1
211,7,FFEF,FF37
211,8,FFF7,0000
211,9,FFF0,00C9
211,10,0307,FE5F
211,11,FCE6,0107
211,12,FF82,01EF
211,13,0898,F8A2
211,14,FE26,FBEF
211,15,D9E1,1367
212,0,F404,0000
212,1,0E7A,02B8
212,2,FE58,EC66
212,3,FC6F,0C25
212,4,FF73,FCF5
212,5,01C3,031C
212,6,0075,FDC6
212,7,0001,0043
212,8,004A,0000
212,9,0002,FFBC
212,10,0076,023A
212,11,01C3,FCE3
212,12,FF73,030B
212,13,FC71,F3DC
212,14,FE59,139A
212,15,0E7D,FD49
213,0,FE45,0000
213,1,02CA,0A90
213,2,088C,FE1A
213,3,F415,FEFF
213,4,01CF,0100
213,5,004F,FF46
213,6,FEAF,0150
213,7,FF3F,FFF0
213,8,FF85,0000
213,9,FF40,0010
213,10,FEB0,FEB0
213,11,004F,00B9
213,12,01CF,FF00
213,13,F417,0102
213,14,088D,01E6
213,15,02CD,F570
214,0,2DCF,0000
214,1,DAFD,F1C2
214,2,1219,125C
214,3,FDD1,F58B
214,4,FF79,0092
214,5,FEC8,004D
214,6,010A,0062
214,7,0042,FFB7
214,8,000F,0000
214,9,0043,0048
214,10,010B,FF9E
214,11,FEC9,FFB3
214,12,FF79,FF6E
214,13,FDD4,0A75
214,14,121A,EDA4
214,15,DB00,0E3F
215,0,F018,0000
215,1,07FA,F5F4
215,2,FD68,FF8F
215,3,063E,FC66
215,4,FEE0,0050
215,5,01A4,FFC9
215,6,008F,FEF7
215,7,0135,FFD4
215,8,0140,0000
215,9,0136,002C
215,10,0090,0109
215,11,01A4,0036
215,12,FEE0,FFB0
215,13,0640,039B
215,14,FD69,0071
215,15,07FD,0A0C
216,0,9ED8,0000
216,1,4590,0005
216,2,EDF6,0070
216,3,FD8F,0AA3
216,4,FF46,FCCE
216,5,0001,FF50
216,6,FED7,00E6
216,7,FF79,0013
216,8,FF58,0000
216,9,FF7A,FFED
216,10,FED8,FF1A
216,11,0001,00AF
216,12,FF46,0332
216,13,FD91,F55E
216,14,EDF7,FF90
216,15,4593,FFFB
217,0,104C,0000
217,1,DA9E,063F
217,2,267D,2207
217,3,EFD2,E703
217,4,FDC9,0717
217,5,032E,017A
217,6,FBE2,0031
217,7,FFD3,000B
217,8,FE9A,0000
217,9,FFD4,FFF5
217,10,FBE3,FFCF
217,11,032E,FE85
217,12,FDC9,F8E9
217,13,EFD4,18FE
217,14,267E,DDF9
217,15,DAA1,F9C1
218,0,3CD2,0000
218,1,D38F,FE27
218,2,0E16,0EEF
218,3,0696,F099
218,4,FE69,0233
218,5,00FD,FC86
218,6,FF43,027B
218,7,0192,FF79
218,8,00C8,0000
218,9,0193,0087
218,10,FF44,FD85
218,11,00FE,0379
218,12,FE69,FDCD
218,13,0699,0F68
218,14,0E17,F111
218,15,D392,01D9
219,0,FE5F,0000
219,1,11A1,F285
219,2,E75B,FCC8
219,3,0DC1,0495
219,4,FFA9,FEC2
219,5,FD84,0042
219,6,026C,FFA6
219,7,006A,FFEF
219,8,00A7,0000
219,9,006B,0011
219,10,026D,005A
219,11,FD85,FFBD
219,12,FFA9,013E
219,13,0DC4,FB6C
219,14,E75C,0338
219,15,11A4,0D7B
220,0,F93A,0000
220,1,04E0,07D2
220,2,FEEB,F3B6
220,3,FC0C,0DD7
220,4,0076,FE50
220,5,01A6,0062
220,6,FE44,FFA2
220,7,FF4B,0045
220,8,FF4A,0000
220,9,FF4C,FFBA
220,10,FE45,005E
220,11,01A6,FF9D
220,12,0076,01B0
220,13,FC0E,F22A
220,14,FEEC,0C4A
220,15,04E3,F82F
221,0,2A42,0000
221,1,DD59,06C3
221,2,1770,FBA5
221,3,F3BD,FCDE
221,4,023F,0235
221,5,FF09,FECB
221,6,0081,00F5
221,7,FFE2,FFD8
221,8,0004,0000
221,9,FFE3,0027
221,10,0082,FF0B
221,11,FF09,0134
221,12,023F,FDCB
